scenario_id,type,local_required,verification_class,verification_owner,verification_command,evidence_artifact,human_required_reason,required_human_action,expected_human_evidence,release_impact,status
CS-EXT-016,MUST_PASS,true,D+P+S,AI,cornerstone scenario verify full-extension-ecosystem --json,reports/scenario/full-extension-ecosystem-2026-06-10.json,,,,,PASS
CS-SEC-001,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify vs0-briefing --json,reports/scenario/vs0-briefing-2026-06-09.json,,,,,PASS
CS-SEC-002,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify vs0-security-policy --json,reports/scenario/vs0-security-policy-2026-06-09.json,,,,,PASS
CS-SEC-003,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify vs0-security-policy --json,reports/scenario/vs0-security-policy-2026-06-09.json,,,,,PASS
CS-SEC-004,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify vs0-tenant-security-boundary --json,reports/scenario/vs0-tenant-security-boundary-2026-06-09.json,,,,,PASS
CS-SEC-005,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify vs0-detail-surfaces --json,reports/scenario/vs0-detail-surfaces-2026-06-09.json,,,,,PASS
CS-SEC-006,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify vs0-audit-ledger --json,reports/scenario/vs0-audit-ledger-2026-06-09.json,,,,,PASS
CS-SEC-007,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify vs0-security --json,reports/scenario/vs0-security-2026-06-09.json,,,,,PASS
CS-SEC-008,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify vs0-security --json,reports/scenario/vs0-security-2026-06-09.json,,,,,PASS
CS-SEC-009,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-010,MUST_PASS,true,P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-011,MUST_PASS,true,D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-012,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-013,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-014,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-015,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-extension-ecosystem --json,reports/scenario/full-extension-ecosystem-2026-06-10.json,,,,,PASS
CS-SEC-016,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-extension-ecosystem --json,reports/scenario/full-extension-ecosystem-2026-06-10.json,,,,,PASS
CS-SEC-017,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-018,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-019,MUST_PASS,true,S+P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-SEC-020,REGRESSION_GUARD,true,S+P+D,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-REG-001,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-product-loop-identity --json,reports/scenario/vs0-product-loop-identity-2026-06-09.json,,,,,PASS
CS-REG-002,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-mission-action --json,reports/scenario/vs0-mission-action-2026-06-09.json,,,,,PASS
CS-REG-003,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-mission-action --json,reports/scenario/vs0-mission-action-2026-06-09.json,,,,,PASS
CS-REG-004,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-universal-core --json,reports/scenario/vs0-universal-core-2026-06-09.json,,,,,PASS
CS-REG-005,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-memory-truth-boundary --json,reports/scenario/vs0-memory-truth-boundary-2026-06-09.json,,,,,PASS
CS-REG-006,REGRESSION_GUARD,true,S+P+D,AI,cornerstone scenario verify vs0-tenant-security-boundary --json,reports/scenario/vs0-tenant-security-boundary-2026-06-09.json,,,,,PASS
CS-REG-007,REGRESSION_GUARD,true,S+P+D,AI,cornerstone scenario verify full-namespace-governance --json,reports/scenario/full-namespace-governance-2026-06-10.json,,,,,PASS
CS-REG-008,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify full-namespace-governance --json,reports/scenario/full-namespace-governance-2026-06-10.json,,,,,PASS
CS-REG-009,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify full-brain-routing --json,reports/scenario/full-brain-routing-2026-06-10.json,,,,,PASS
CS-REG-010,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify full-brain-routing --json,reports/scenario/full-brain-routing-2026-06-10.json,,,,,PASS
CS-REG-011,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-mission-action --json,reports/scenario/vs0-mission-action-2026-06-09.json,,,,,PASS
CS-REG-012,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-mission-action --json,reports/scenario/vs0-mission-action-2026-06-09.json,,,,,PASS
CS-REG-013,REGRESSION_GUARD,true,S+P+D,AI,cornerstone scenario verify vs0-security --json,reports/scenario/vs0-security-2026-06-09.json,,,,,PASS
CS-REG-014,REGRESSION_GUARD,true,S+P+D,AI,cornerstone scenario verify full-extension-ecosystem --json,reports/scenario/full-extension-ecosystem-2026-06-10.json,,,,,PASS
CS-REG-015,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify full-extension-ecosystem --json,reports/scenario/full-extension-ecosystem-2026-06-10.json,,,,,PASS
CS-REG-016,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-regression-guardrails --json,reports/scenario/vs0-regression-guardrails-2026-06-09.json,,,,,PASS
CS-REG-017,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify vs0-regression-guardrails --json,reports/scenario/vs0-regression-guardrails-2026-06-09.json,,,,,PASS
CS-REG-018,REGRESSION_GUARD,true,S+P+D,AI,cornerstone scenario verify vs0-regression-guardrails --json,reports/scenario/vs0-regression-guardrails-2026-06-09.json,,,,,PASS
CS-REG-019,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify full-mission-control-autonomy-lifecycle --json,reports/scenario/full-mission-control-autonomy-lifecycle-2026-06-10.json,,,,,PASS
CS-REG-020,REGRESSION_GUARD,true,D+P+S,AI,cornerstone scenario verify full-security-operations --json,reports/scenario/full-security-operations-2026-06-10.json,,,,,PASS
CS-VAL-001,MUST_PASS,true,M+D+H,AI,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,,,,,NOT_VERIFIED
CS-VAL-002,MUST_PASS,true,M+D+H,AI,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,,,,,NOT_VERIFIED
CS-VAL-003,MUST_PASS,true,M+D+H,AI+Human,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,Subjective product value or external-user behavior cannot be established by automation alone.,Complete the dated VS5 rubric or external-session record required by the active contract.,A dated reviewer or participant record bound to the frozen corpus and current model stack.,Blocks VALUE_VERIFIED_LOCAL or VALUE_VERIFIED_EXTERNAL until accepted.,HUMAN_REQUIRED
CS-VAL-004,MUST_PASS,true,M+D+H,AI+Human,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,Subjective product value or external-user behavior cannot be established by automation alone.,Complete the dated VS5 rubric or external-session record required by the active contract.,A dated reviewer or participant record bound to the frozen corpus and current model stack.,Blocks VALUE_VERIFIED_LOCAL or VALUE_VERIFIED_EXTERNAL until accepted.,HUMAN_REQUIRED
CS-VAL-005,MUST_PASS,true,M+D+H,AI+Human,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,Subjective product value or external-user behavior cannot be established by automation alone.,Complete the dated VS5 rubric or external-session record required by the active contract.,A dated reviewer or participant record bound to the frozen corpus and current model stack.,Blocks VALUE_VERIFIED_LOCAL or VALUE_VERIFIED_EXTERNAL until accepted.,HUMAN_REQUIRED
CS-VAL-006,MUST_PASS,true,M+D+H,AI,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,,,,,NOT_VERIFIED
CS-VAL-007,MUST_PASS,true,M+D+H,AI+Human,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,Subjective product value or external-user behavior cannot be established by automation alone.,Complete the dated VS5 rubric or external-session record required by the active contract.,A dated reviewer or participant record bound to the frozen corpus and current model stack.,Blocks VALUE_VERIFIED_LOCAL or VALUE_VERIFIED_EXTERNAL until accepted.,HUMAN_REQUIRED
CS-VAL-008,MUST_PASS,true,M+D+H,Human,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,Subjective product value or external-user behavior cannot be established by automation alone.,Complete the dated VS5 rubric or external-session record required by the active contract.,A dated reviewer or participant record bound to the frozen corpus and current model stack.,Blocks VALUE_VERIFIED_LOCAL or VALUE_VERIFIED_EXTERNAL until accepted.,HUMAN_REQUIRED
CS-VAL-009,MUST_PASS,true,M+D+H,Human,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,Subjective product value or external-user behavior cannot be established by automation alone.,Complete the dated VS5 rubric or external-session record required by the active contract.,A dated reviewer or participant record bound to the frozen corpus and current model stack.,Blocks VALUE_VERIFIED_LOCAL or VALUE_VERIFIED_EXTERNAL until accepted.,HUMAN_REQUIRED
CS-VAL-010,REGRESSION_GUARD,true,M+D+H,AI,cornerstone scenario verify vs5-citation-grounded-brief --model-provider ollama --json,reports/scenario/vs5-citation-grounded-brief-2026-07-12.json,,,,,NOT_VERIFIED
